Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings,age,caseType,caseFIR,location
0,जनमा,कुमारी,शाही,Janma,Kumari,Shahi,"Janma Kumari Shahi, Janma Shahi, Janma K. Shahi",28,Witness,FIR-2001-742,Madhya Pradesh
0,मुनु,,राई,Munu,,Rai,"Munu . Rai, Munu Ra, Munu  Rai",52,Victim,FIR-2002-556,Madhya Pradesh
0,सितावरी,कुमारी,मोचीनी,Sitawari,Kumari,Mochini,"Sitawari K. Mochini, Sitawari Kumari Mochini, Sitawari Mochin",55,Suspect,FIR-2024-254,Chennai
1,राजेश,कुमार,थारु,Rajesh,Kumar,Tharu,"Rajesh Thar, R. Tharu, Rajesh Tharu",26,Witness,FIR-2011-657,Madhya Pradesh
0,गंगा,देवी,सुनारी,Ganga,Devi,Sunari,"Ganga Devi Sunari, Ganga D. Sunari, Ganga Sunari",37,Witness,FIR-2024-651,Mumbai
0,विनुता,हुमागाई,सापकोटा,Vinuta,Humagai,Sapkota,"Vinuta Sapkot, Vinuta Humagai Saapkotaa, V. Sapkota",57,Victim,FIR-2009-270,Delhi
1,जयलाल,,महरा,Jaylal,,Mehra,"Jaylal Mehra, Jaylal . Mehra, J. Mehra",35,Suspect,FIR-2000-535,Kolkata
0,बुद्धि,माया,विश्वकर्मा,Wisdom,Maya,Vishwakarma,"Wisdom Maya Vishwaakaarmaa, Wisdom Vishwakarm, Wisdom Vishwakarma",22,Victim,FIR-2008-539,Madhya Pradesh
1,धुमन,,राना,Dhuman,,Rana,"D. Rana, Dhuman Rana, Dhuman Ran",30,Witness,FIR-2010-516,Chennai
1,बुध,,घले,Wed,,Ghle,"Wed Gle, Wed . Ghle, Wed  Ghle",32,Victim,FIR-2010-797,Madhya Pradesh
0,प्रेम,कुमारी,थारु,Prem,Kumari,Tharu,"Prem Thar, P. Tharu, Prem K. Tharu",49,Witness,FIR-2014-404,Madhya Pradesh
1,जुग,राम,थारु,Jug,Ram,Tharu,"Jug Thar, Jug Tharu, Jug Ram Thaaru",49,Victim,FIR-2010-752,Bangalore
1,जय,बहादुर,घिमिरे,Jai,Bahadur,Ghimire,"Jai Gimire, Jai B. Ghimire, J. Ghimire",39,Victim,FIR-2015-189,Madhya Pradesh
0,लक्ष्मी,,बाडे,Laxmi,,Bade,"Laxmi  Baade, Laxmi Bade, L. Bade",41,Criminal,FIR-2013-192,Delhi
1,बाल,गोविन्द,लोध,Bal,Govind,Lodh,"B. Lodh, Bal Lodh, Bal Govind Lodh",23,Witness,FIR-2005-411,Madhya Pradesh
0,प्रिति,,रिजाल,Preeti,,Rizal,"Preeti Riza, Preeti  Rizaal, Preeti  Rizal",25,Criminal,FIR-2004-890,Bangalore
0,झुममाया,,राना,jhummaya,,rana,"jhummaya ran, jhummaya  raanaa, jhummaya  rana",21,Suspect,FIR-2010-250,Mumbai
1,सत्य,नारायण,यादव,satya,narayan,yadav,"satya yada, satya yadav, satya narayan yaadaav",52,Witness,FIR-2002-367,Bangalore
1,लछीराम,,दमाई,Lachiram,,Damai,"Lachiram Damai, Lachiram  Daamaai, L. Damai",54,Suspect,FIR-2006-899,Madhya Pradesh
0,धनसरी,,शाही,Dhansari,,Shahi,"Dhansari . Shahi, Dhansari Shah, Dhansari  Shaahi",46,Criminal,FIR-2017-655,Delhi
1,शुशिल,कुमार,महतो,Shushil,Kumar,Mahato,"Shushil K. Mahato, Shushil Mahat, Shushil Maato",24,Suspect,FIR-2001-628,Madhya Pradesh
0,डम्वर,कुमारी,गुरागाई,Damvar,Kumari,Guragai,"Damvar K. Guragai, Damvar Guraga, Damvar Kumari Guraagaai",30,Victim,FIR-2008-611,Madhya Pradesh
0,भिम,माया,खड्का,Bhim,Maya,Khadka,"Bhim M. Khadka, Bhim Maya Khadka, Bhim Maya Khaadkaa",45,Witness,FIR-2010-557,Bangalore
0,समिक्षा,,थपलिया,Samiksha,,Thapaliya,"Samiksha  Thaapaaliyaa, Samiksha  Thapaliia, S. Thapaliya",56,Victim,FIR-2013-579,Madhya Pradesh
0,कविता,,विश्‍वकार्मा,Kavita,,Vishwakarma,"Kavita Vishwakarma, Kavita  Vishwaakaarmaa, Kavita . Vishwakarma",39,Victim,FIR-2005-479,Madhya Pradesh
1,केश,बहादुर,थापा,Kesh,Bahadur,Thapa,"Kesh Thap, K. Thapa, Kesh Bahadur Thapa",23,Witness,FIR-2007-183,Madhya Pradesh
0,विष्णु,कुमारी,बुढा,Vishnu,Kumari,Budha,"Vishnu Kumari Budha, Vishnu Budha, Vishnu Kumari Budhaa",42,Suspect,FIR-2010-217,Pune
0,सरस्वती,,ढुङ्गाना,Saraswati,,Dhungana,"Saraswati Dhungana, Saraswati Dhungan, Saraswati . Dhungana",41,Suspect,FIR-2006-930,Hyderabad
0,ज्ञानु,कुमारी,सुनुवार,Gyan,Kumari,Sunuwar,"Gyan K. Sunuwar, Gyan Sunuwa, G. Sunuwar",22,Victim,FIR-2023-425,Bangalore
1,यम,बहादुर,गुरुङ्ग,Yam,Bahadur,Gurung,"Yam Gurun, Yam Bahadur Gurung, Yam B. Gurung",45,Witness,FIR-2004-834,Madhya Pradesh
0,रनिया,,देवी,Rania,,Devi,"R. Devi, Rania  Devi, Rania . Devi",57,Criminal,FIR-2019-190,Delhi
0,देव,माया,भट्टराई,Dev,Maya,Bhattarai,"D. Bhattarai, Dev Bhattarai, Dev Maya Bhaattaaraai",49,Victim,FIR-2005-672,Bangalore
0,रोवायदन,,खातुन,Rowaydan,,Khatun,"Rowaydan Katun, Rowaydan Khatun, Rowaydan Khatu",59,Victim,FIR-2001-569,Bangalore
1,बुद्धिराम,,थारु,Buddhiram,,Tharu,"Buddhiram . Tharu, Buddhiram Thar, Buddhiram Tharu",37,Suspect,FIR-2006-833,Chennai
1,कृष्ण,,साह,Krishna,,Shah,"Krishna . Shah, Krishna Sa, Krishna  Shah",22,Witness,FIR-2022-711,Mumbai
1,अरुण,भण्डारी,माली,Arun,Bhandari,Gardener,"Arun Gardener, Arun Gardene, A. Gardener",21,Suspect,FIR-2012-745,Madhya Pradesh
0,पर्मिला,,थापा,Parmila,,Thapa,"Parmila Thapa, Parmila Tapa, P. Thapa",30,Criminal,FIR-2020-124,Bangalore
1,किरण,,छन्त्याल,Kiran,,Chhantyal,"K. Chhantyal, Kiran  Chhantial, Kiran  Chhantyal",26,Victim,FIR-2017-378,Hyderabad
1,बिजय,,विश्वकर्मा,Bijay,,Vishwakarma,"Bijay  Vishwakarma, B. Vishwakarma, Bijay Vishwakarma",51,Criminal,FIR-2011-497,Mumbai
1,अमित,सोमै,मगर,Amit,Somay,Magar,"Amit Maga, Amit Magar, Amit Somay Magar",43,Victim,FIR-2013-954,Hyderabad
0,भक्ति,माया,गुरुङ्ग,Bhakti,Maya,Gurung,"Bhakti Gurung, B. Gurung, Bhakti M. Gurung",27,Victim,FIR-2014-604,Madhya Pradesh
0,कमला,खनाल,(चापागाई),Kamala,Khanal,(Chapaagai),"Kamala (Capaagai), Kamala (Chapaagai, Kamala K. (Chapaagai)",30,Criminal,FIR-2021-877,Jaipur
0,लीला,देवी,महरा,Leela,Devi,Mahara,"L. Mahara, Leela Mahara, Leela Devi Mahara",37,Criminal,FIR-2007-169,Madhya Pradesh
1,अरविन्द,कुमार,वर्मा,Arvind,Kumar,Verma,"Arvind K. Verma, Arvind Verm, Arvind Verma",19,Criminal,FIR-2003-100,Madhya Pradesh
1,गोविन्द,,शाही,govind,,shahi,"govind shah, govind  shahi, g. shahi",30,Criminal,FIR-2017-333,Madhya Pradesh
1,राजेन्द्र,कुमार,(थारु),Rajendra,Kumar,(Tharu),"Rajendra (Tharu, R. (Tharu), Rajendra Kumar (Thaaru)",18,Witness,FIR-2023-508,Delhi
0,शान्ती,,बराइली,Shanti,,Bareilly,"Shanti . Bareilly, Shanti Bareilly, Shanti Bareill",43,Victim,FIR-2016-250,Madhya Pradesh
1,रुपलाल,,चौधरी,Ruplal,,Chaudhary,"Ruplal Caudary, Ruplal  Chaudhary, Ruplal . Chaudhary",50,Witness,FIR-2004-390,Madhya Pradesh
1,गजिन्द्र,बहादुर,(क्षत्री),Gajinder,Bahadur,(Kshatriya),"Gajinder (Ksatriya), G. (Kshatriya), Gajinder (Kshatriya)",57,Victim,FIR-2017-193,Madhya Pradesh
1,सन्देश,,तमाङ,Sandesh,,Tamang,"Sandesh  Tamang, Sandesh . Tamang, Sandesh Tamang",21,Witness,FIR-2020-692,Chennai
0,ईश्‍वरी,,मल्‍ल,Ishwari,,Mall,"Ishwari  Mall, I. Mall, Ishwari Mall",59,Victim,FIR-2007-696,Madhya Pradesh
0,द्रौपदी,,गुरुङ,draupadi,,gurung,"d. gurung, draupadi . gurung, draupadi  gurung",27,Suspect,FIR-2009-581,Madhya Pradesh
1,ओम,प्रकाश,शर्मा,Om,Prakash,Sharma,"Om Prakash Shaarmaa, Om Sarma, Om Prakash Sharma",44,Witness,FIR-2001-141,Madhya Pradesh
1,समोझ,,राम,Samoj,,Ram,"Samoj  Raam, Samoj Ram, Samoj Ra",59,Victim,FIR-2021-118,Madhya Pradesh
0,क्षमा,देवी,ज्ञवाली,Kshama,Devi,Gyawali,"Kshama Devi Gyawali, Kshama Devi Giawali, Kshama Gyawal",57,Criminal,FIR-2002-581,Mumbai
1,बिर,बहादुर,थापा,Bir,Bahadur,Thapa,"Bir Bahadur Thapa, Bir Thap, Bir Tapa",36,Witness,FIR-2001-174,Madhya Pradesh
0,राखी,,राजवंशी,Rakhi,,Rajvanshi,"Rakhi Rajvansh, Rakhi  Rajvanshi, Rakhi  Raajvaanshi",58,Victim,FIR-2013-260,Madhya Pradesh
1,पदम,बहादुर,मगर,Padam,Bahadur,Magar,"Padam Magar, P. Magar, Padam B. Magar",39,Criminal,FIR-2003-350,Kolkata
1,रंजित,,यादव,ranjit,,yadav,"r. yadav, ranjit yadav, ranjit . yadav",20,Victim,FIR-2011-210,Kolkata
1,शरण,,पन्थी,refuge,,seeker,"r. seeker, refuge seeke, refuge  seeker",38,Witness,FIR-2011-808,Chennai
0,ईनु,,ढुंगाना,inu,,dhungana,"inu dhungana, inu  dhungana, inu dungana",20,Suspect,FIR-2017-168,Kolkata
1,पवन,सिह,धामी,Pawan,Singh,Dhami,"Pawan Dhami, Pawan Dham, Pawan S. Dhami",28,Witness,FIR-2014-462,Mumbai
1,कृष्‍ण,बहादुर,श्रेष्‍ठ,Krishna,Bahadur,Shrestha,"Krishna Shrestha, K. Shrestha, Krishna Sresta",31,Victim,FIR-2004-731,Jaipur
0,कान्छी,,तामाङ,kanchi,,tamaang,"kanchi  tamaang, kanchi  taamaaaang, kanchi tamaan",59,Suspect,FIR-2024-694,Madhya Pradesh
1,भीम,बहादुर,कुवर,Bhim,Bahadur,Kunwar,"Bhim Kunwar, B. Kunwar, Bhim Kunwa",56,Victim,FIR-2016-600,Delhi
0,सुरसती,,अहिरनी,Sursati,,Ahirni,"Sursati Airni, S. Ahirni, Sursati Ahirni",51,Witness,FIR-2023-198,Madhya Pradesh
1,बिक्रम,,कार्की,Bikram,,Karki,"Bikram . Karki, Bikram Kark, Bikram  Kaarki",35,Witness,FIR-2015-329,Hyderabad
1,राजन,,शिल्पकार,Rajan,the,craftsman,"Rajan craftsman, Rajan the craftsman, R. craftsman",39,Suspect,FIR-2021-362,Bangalore
1,सौरभ,,देवकोटा,Saurabh,,Devkota,"Saurabh Devkot, S. Devkota, Saurabh . Devkota",41,Victim,FIR-2002-774,Madhya Pradesh
1,मनोज,,चेम्जोङ,Manoj,,Chemjong,"M. Chemjong, Manoj Chemjong, Manoj  Chemjong",21,Suspect,FIR-2014-147,Kolkata
0,मिना,,कुर्मी,Meena,,Kurmi,"Meena Kurmi, Meena . Kurmi, Meena  Kurmi",52,Victim,FIR-2017-959,Bangalore
1,चन्चल,,हजरा,Chanchal,,Hazra,"Chanchal Hazra, Chanchal Hazr, Chanchal  Haazraa",54,Suspect,FIR-2014-455,Madhya Pradesh
0,जानकी,कुमारी,वोहरा,Janki,Kumari,Vohra,"Janki Vohr, Janki K. Vohra, Janki Vora",55,Criminal,FIR-2005-375,Madhya Pradesh
1,प्रतीक,,अवस्थी,Prateek,,Awasthi,"P. Awasthi, Prateek Awasth, Prateek . Awasthi",40,Witness,FIR-2008-202,Madhya Pradesh
1,रुक,बहादुर,राना,Ruk,Bahadur,Rana,"R. Rana, Ruk Ran, Ruk Bahadur Raanaa",57,Suspect,FIR-2006-562,Madhya Pradesh
1,पंकज,,यादव,Pankaj,,Yadav,"Pankaj  Yaadaav, P. Yadav, Pankaj Yada",27,Criminal,FIR-2006-152,Madhya Pradesh
0,शुसिला,,चन्द,Shusila,,Chand,"Shusila Chan, Shusila  Chand, S. Chand",48,Victim,FIR-2014-290,Hyderabad
0,धन,कुमारी,दर्जी,Dhan,Kumari,Tailor,"Dhan Tailo, Dhan Kumari Tailor, Dhan Kumari Taailor",41,Victim,FIR-2011-865,Delhi
1,दामोदर,,भट्ट,Damodar,,Bhatt,"Damodar . Bhatt, D. Bhatt, Damodar Batt",21,Criminal,FIR-2000-547,Chennai
0,प्रेम,कुमारी,यादव,prem,kumari,yadav,"prem k. yadav, prem yada, prem kumari iadav",28,Suspect,FIR-2018-900,Mumbai
1,अन्‍तराम,,बातर,Antaram,,Baatar,"Antaram  Baatar, Antaram Baatar, Antaram Baata",52,Witness,FIR-2017-398,Bangalore
0,दशनी,माया,माझी,Dashni,Maya,Majhi,"Dashni Majh, Dashni Maya Maajhi, Dashni Maji",53,Criminal,FIR-2002-530,Mumbai
1,संजिब,,थारु,Sanjib,,Tharu,"Sanjib . Tharu, Sanjib  Tharu, Sanjib  Thaaru",35,Criminal,FIR-2024-701,Bangalore
1,टेक,बहादुर,कुमाई,Tek,Bahadur,Kumai,"Tek Bahadur Kumaai, T. Kumai, Tek Kuma",45,Suspect,FIR-2018-684,Madhya Pradesh
1,हुम,नाथ,भण्डारी,Hum,Nath,Bhandari,"Hum Bhandari, Hum Bandari, Hum Bhandar",54,Suspect,FIR-2003-794,Chennai
1,अकलेश,कुमार,यादव,Aklesh,Kumar,Yadav,"A. Yadav, Aklesh Kumar Yadav, Aklesh Yada",28,Criminal,FIR-2015-471,Delhi
1,अब्दुल,हासिफ,अन्सारी,Abdul,Hasif,Ansari,"Abdul H. Ansari, Abdul Ansar, Abdul Ansari",55,Victim,FIR-2005-604,Mumbai
1,उदान,कुमार,राई,Udan,Kumar,Rai,"U. Rai, Udan Rai, Udan Kumar Rai",44,Witness,FIR-2018-900,Madhya Pradesh
1,अजय,,पजियार,Ajay,,Pajiyar,"Ajay Pajiya, Ajay  Paajiyaar, Ajay Pajiyar",25,Witness,FIR-2004-373,Kolkata
0,मधु,कुमारी,घर्ति,Madhu,Kumari,Gharti,"Madhu K. Gharti, M. Gharti, Madhu Garti",35,Criminal,FIR-2001-104,Madhya Pradesh
1,बलराम,,पराजुली,Balram,,Parajuli,"Balram . Parajuli, Balram  Paaraajuli, B. Parajuli",37,Criminal,FIR-2018-816,Bangalore
1,दिपेन्‍द्र,,पौडेल,Dipendra,,Paudel,"D. Paudel, Dipendra  Paaudel, Dipendra . Paudel",48,Victim,FIR-2006-302,Madhya Pradesh
1,कुमार,,अधिकारी,Kumar,,Adhikari,"Kumar  Adhikari, Kumar . Adhikari, K. Adhikari",30,Victim,FIR-2009-295,Delhi
1,वीर,बहादुर,तामाङ्ग,Veer,Bahadur,Tamang,"Veer Bahadur Tamang, V. Tamang, Veer Tamang",36,Victim,FIR-2017-155,Delhi
1,कमल,,अधिकारी,Kamal,,Adhikari,"K. Adhikari, Kamal  Adhikaari, Kamal Adhikari",22,Suspect,FIR-2010-729,Madhya Pradesh
1,चन्द्र,बहादुर,रोका,Chandra,Bahadur,Roka,"Chandra Rok, Chandra Bahadur Roka, C. Roka",58,Witness,FIR-2020-740,Delhi
0,सुन्तली,,आचार्य,Suntali,,Acharya,"Suntali Acarya, Suntali . Acharya, Suntali Acharya",35,Suspect,FIR-2012-704,Kolkata
0,रश्मी,भट्ट,न्यौपाने,Rashmi,Bhatt,Nyupane,"Rashmi Bhatt Nyupaane, Rashmi Bhatt Niupane, Rashmi B. Nyupane",35,Criminal,FIR-2009-568,Hyderabad
0,प्रभा,,बस्नेत,Prabha,,Basnet,"Prabha Basnet, Prabha . Basnet, P. Basnet",45,Victim,FIR-2002-708,Madhya Pradesh
1,चिरन्जिवि,,नेपालि,Chiranjeevi,,Nepali,"Chiranjeevi Nepali, Chiranjeevi . Nepali, Chiranjeevi Nepal",47,Victim,FIR-2024-212,Madhya Pradesh
0,निलिमा,,अधिकारी,Nilima,,Adhikari,"Nilima  Adhikaari, Nilima Adikari, Nilima  Adhikari",43,Witness,FIR-2009-920,Mumbai
1,मीनराज,,काफ्‍ले,Meenraj,,Kafle,"Meenraj Kafle, Meenraj  Kaafle, M. Kafle",19,Criminal,FIR-2021-796,Pune
1,भिम,बहादुर,गुरुङ,Bhim,Bahadur,Gurung,"Bhim B. Gurung, Bhim Gurun, B. Gurung",53,Criminal,FIR-2005-189,Kolkata
0,अशिया,खातुन,मुसलमान,Ashiya,Khatun,Muslim,"A. Muslim, Ashiya Muslim, Ashiya Khatun Muslim",56,Criminal,FIR-2005-174,Delhi
0,पानमती,देवी,साउद,Panamti,Devi,South,"Panamti D. South, Panamti Devi South, P. South",24,Suspect,FIR-2021-287,Madhya Pradesh
1,शिव,कुमार,श्रेष्‍ठ,Shiv,Kumar,Shrestha,"Shiv Shrestha, Shiv K. Shrestha, Shiv Shresth",32,Victim,FIR-2016-980,Kolkata
0,शिव,कुमारी,नाउ,shiva,kumari,now,"s. now, shiva no, shiva k. now",58,Witness,FIR-2024-893,Madhya Pradesh
1,शैलेन्द्र,शर्मा,गौडेल,Shailendra,Sharma,Gaudel,"Shailendra Sharma Gaudel, Shailendra S. Gaudel, Shailendra Gaudel",25,Suspect,FIR-2019-791,Chennai
0,सुनिता,देवी,कहार,Sunita,Devi,Kahar,"Sunita Kaar, Sunita Devi Kaahaar, Sunita Kahar",21,Criminal,FIR-2002-944,Mumbai
1,सागर,,रैका,Sea,,Raika,"Sea  Raaikaa, Sea . Raika, Sea Raik",58,Witness,FIR-2018-166,Hyderabad
1,बल,बहादुर,मगर,Bal,Bahadur,Magar,"Bal Bahadur Maagaar, Bal Magar, Bal B. Magar",55,Victim,FIR-2005-653,Madhya Pradesh
0,सुनिता,,राई,Sunita,,Rai,"Sunita Ra, Sunita  Rai, Sunita . Rai",46,Victim,FIR-2004-151,Hyderabad
0,एकु,माया,श्रेष्ठ,Eku,Maya,Shrestha,"Eku Maya Shrestha, Eku Shresth, Eku Shrestha",40,Suspect,FIR-2009-676,Mumbai
0,चन्डिका,,श्रेष्ठ,chandika,,shrestha,"chandika shresth, c. shrestha, chandika sresta",43,Witness,FIR-2023-364,Pune
1,उमाकान्त,,पोख्रेल,Umakant,,Pokhrel,"Umakant Pokhrel, Umakant Pokrel, Umakant . Pokhrel",19,Witness,FIR-2004-517,Chennai
0,राधीका,,पन्थी,Radhika,,Panthi,"Radhika  Paanthi, R. Panthi, Radhika . Panthi",25,Suspect,FIR-2006-639,Jaipur
1,मधवा,,रिषिदेव,madhava,,rishidev,"madhava  rishidev, madhava . rishidev, madhava rishidev",27,Victim,FIR-2002-645,Delhi
1,बाजिल,मियां,अंसारी,Bazil,Mian,Ansari,"Bazil Mian Ansari, Bazil Ansar, Bazil Mian Ansaari",45,Suspect,FIR-2005-387,Madhya Pradesh
0,भगी,माया,माङमु,ran,away,maamu,"ran maam, ran away maamu, ran away maaaamu",32,Suspect,FIR-2009-151,Madhya Pradesh
1,हिरा,बहादुर,श्रीस,Hira,Bahadur,Sris,"Hira B. Sris, Hira Sris, H. Sris",58,Witness,FIR-2022-155,Madhya Pradesh
0,शान्ती,,वयलकोटी,Shanti,,Vayalkoti,"S. Vayalkoti, Shanti Vayalkoti, Shanti  Vaayaalkoti",52,Suspect,FIR-2000-997,Bangalore
1,गंगाराम,,श्रेष्‍ठ,Ganga,Ram,Shrestha,"Ganga Ram Shresthaa, Ganga Ram Shrestha, Ganga Shrestha",35,Witness,FIR-2013-690,Madhya Pradesh
0,गिता,,देवी,geeta,,devi,"geeta dev, geeta  devi, g. devi",21,Criminal,FIR-2014-102,Mumbai
1,चेत,बहादुर,बानिया,Chet,Bahadur,Bania,"C. Bania, Chet Bahadur Bania, Chet Bania",23,Witness,FIR-2001-488,Bangalore
0,सल्मा,,देउला,salma,,deula,"salma . deula, salma  deulaa, salma deula",25,Witness,FIR-2016-954,Madhya Pradesh
0,नर्वदा,कुमारी,राजवंशी,Narvada,Kumari,Rajvanshi,"Narvada Rajvansi, N. Rajvanshi, Narvada Kumari Raajvaanshi",43,Suspect,FIR-2021-509,Delhi
1,प्रसिद,,कर्माचार्य,Prasid,,Karmacharya,"Prasid Karmacharya, Prasid  Kaarmaachaaryaa, Prasid Karmachary",35,Suspect,FIR-2009-263,Hyderabad
1,सुदिप,चन्द्र,राना,Sudip,Chandra,Rana,"Sudip Rana, Sudip Ran, Sudip Chandra Raanaa",50,Criminal,FIR-2023-122,Hyderabad
1,अमित,,सदा,Amit,,Sada,"Amit  Sada, Amit . Sada, Amit Sad",43,Victim,FIR-2005-656,Bangalore
0,काला,,देवी,Black,,Goddess,"Black Goddess, Black  Goddess, Black . Goddess",18,Suspect,FIR-2012-500,Madhya Pradesh
0,विष्णु,माया,लुईंटेल,Vishnu,Maya,Luintel,"Vishnu M. Luintel, V. Luintel, Vishnu Luintel",22,Criminal,FIR-2003-812,Bangalore
1,विश्व,बन्धु,(खाम्याङ्ग),Vishwa,Bandhu,(Khamyang),"Vishwa Bandhu (Khamyang), Vishwa B. (Khamyang), Vishwa (Khamyang)",50,Suspect,FIR-2022-142,Bangalore
0,बाल,कुमारी,क्षेत्री,Bal,Kumari,Kshetri,"Bal Kumari Kshetri, Bal Ksetri, Bal Kshetr",26,Criminal,FIR-2010-840,Kolkata
1,टिका,राम,भण्डारी,Tika,Ram,Bhandari,"Tika R. Bhandari, Tika Bandari, T. Bhandari",47,Victim,FIR-2024-438,Jaipur
1,नन्द,वहादुर,गुरुङ,Nand,Bahadur,Gurung,"Nand Bahadur Gurung, Nand B. Gurung, N. Gurung",54,Suspect,FIR-2001-329,Madhya Pradesh
0,निर्जला,,श्रेष्ठ,Nirjala,,Shrestha,"Nirjala Shresth, N. Shrestha, Nirjala  Shresthaa",50,Criminal,FIR-2000-275,Madhya Pradesh
0,पुनम,रानाभाट,थापा,Poonam,Ranabhat,Thapa,"Poonam Tapa, P. Thapa, Poonam Ranabhat Thapa",60,Victim,FIR-2000-198,Madhya Pradesh
0,इन्द्र,कुमारी,थारु,Indra,Kumari,Tharu,"Indra Taru, Indra Kumari Tharu, Indra Thar",26,Suspect,FIR-2023-165,Madhya Pradesh
0,कुसमी,देवी,मुसहर्नी,Kusmi,Devi,Musharni,"Kusmi Musharn, Kusmi Devi Musharni, K. Musharni",35,Suspect,FIR-2018-573,Kolkata
0,दिपी,,कामी,Dipi,,Kami,"Dipi  Kaami, Dipi . Kami, Dipi Kami",56,Victim,FIR-2006-987,Kolkata
0,सेती,,खत्री,Seti,,Khatri,"Seti Khatri, Seti  Khatri, Seti . Khatri",32,Criminal,FIR-2021-377,Kolkata
1,शालिक,राम,पौडेल,Shalik,Ram,Paudel,"Shalik Paudel, Shalik R. Paudel, Shalik Paude",45,Criminal,FIR-2020-417,Delhi
0,जानुका,,राई,Januka,,Rye,"Januka Ry, Januka Rye, Januka . Rye",34,Victim,FIR-2017-354,Chennai
1,चन्देश्‍वर,,महतो,Chandeshwar,,Mahato,"Chandeshwar . Mahato, C. Mahato, Chandeshwar  Maahaato",36,Victim,FIR-2020-782,Hyderabad
1,नारायण,,अधिकारी,Narayan,,Adhikari,"Narayan  Adhikari, Narayan Adikari, Narayan  Adhikaari",28,Witness,FIR-2020-620,Bangalore
1,तिलक,बहादुर,राई,Tilak,Bahadur,Rai,"Tilak Ra, Tilak Bahadur Rai, Tilak Rai",58,Witness,FIR-2001-786,Kolkata
