Names,voter_gender,age,caseType,caseFIR,location
selgu tamang,0,20,Witness,FIR-2005-659,Jabalpur
Dharmanand . Joshi,1,46,Suspect,FIR-2023-710,Jabalpur
Ajay  Baajraachaaryaa,1,30,Witness,FIR-2016-137,Indore
Dill Paudel,0,27,Criminal,FIR-2007-232,Rewa
M. Karki,0,42,Criminal,FIR-2023-554,Jabalpur
Chunia D. Rana,0,37,Suspect,FIR-2010-805,Sagar
Jidhan Ghale,1,41,Criminal,FIR-2005-198,Ujjain
Chandranath  Debkotaa,1,52,Victim,FIR-2014-976,Satna
Pradeep Budha,1,53,Witness,FIR-2012-116,Rewa
S. Nyupane,1,19,Witness,FIR-2016-141,Dewas
Nemulal  Rajvanshi,1,40,Witness,FIR-2009-275,Dewas
R. Devi,0,18,Suspect,FIR-2009-307,Ujjain
Dut Raj Tamang,1,22,Suspect,FIR-2018-153,Jabalpur
Indira Baral(Bhattarai),0,48,Witness,FIR-2001-708,Ujjain
Deepa . Sapkota,0,32,Victim,FIR-2009-534,Ujjain
Rama  Chitrakar,0,25,Criminal,FIR-2024-599,Indore
Gayatri Devi,0,28,Suspect,FIR-2010-860,Ujjain
Ranjita Sayantan,0,28,Criminal,FIR-2003-395,Jabalpur
Sarmila Khatr,0,48,Victim,FIR-2018-211,Bhopal
Raju Shresth,1,44,Suspect,FIR-2016-253,Ujjain
Pukar Mahato,1,58,Witness,FIR-2010-692,Sagar
Dammar Bahadur Bisht,1,51,Victim,FIR-2006-310,Sagar
Gyanisara T. Magar,0,24,Victim,FIR-2016-270,Jabalpur
Gopal Kadaya,1,59,Witness,FIR-2020-177,Dewas
Dhruv Koirala,1,53,Victim,FIR-2019-120,Dewas
K. Mandal,0,51,Victim,FIR-2019-559,Gwalior
geeta dev,0,35,Victim,FIR-2003-135,Satna
sunamali thapa,0,60,Victim,FIR-2023-809,Dewas
Kura Chand,0,59,Witness,FIR-2013-256,Ujjain
Ram P. Nepal,1,59,Victim,FIR-2016-711,Indore
Shobha Kshetri,0,34,Victim,FIR-2004-185,Bhopal
Mohan Sarki,1,32,Victim,FIR-2000-903,Bhopal
Ashish  Chowdhary,1,60,Witness,FIR-2014-222,Bhopal
Ashok S. Saun,1,27,Witness,FIR-2007-262,Bhopal
Kalika Khare,0,36,Criminal,FIR-2017-690,Gwalior
Sarla Rai,0,25,Suspect,FIR-2021-872,Gwalior
Ganesh Mal,1,42,Suspect,FIR-2000-149,Gwalior
Gopal Teli,1,18,Suspect,FIR-2014-100,Bhopal
Shushila  dynasty,0,42,Suspect,FIR-2010-382,Ujjain
C. Oraon,0,27,Criminal,FIR-2020-221,Rewa
Bimal  Lama,0,22,Criminal,FIR-2009-136,Gwalior
जिक्यान  चौधरी,0,51,Criminal,FIR-2002-464,Bhopal
prem kumari yadav,0,18,Suspect,FIR-2006-740,Dewas
Shyam Coudary,0,33,Victim,FIR-2004-404,Rewa
Regina . Sapkota,0,20,Victim,FIR-2004-524,Ujjain
Padam Kumari Dhakal,0,50,Witness,FIR-2000-146,Sagar
banquet brave words,1,18,Criminal,FIR-2014-623,Satna
Ram Bahadur Gaahaa,1,21,Victim,FIR-2021-925,Gwalior
Rashmi B. Nyupane,0,39,Victim,FIR-2004-453,Gwalior
Harkhe . Ram,1,26,Suspect,FIR-2010-453,Gwalior
Durga Shahi,0,40,Victim,FIR-2010-302,Jabalpur
s. khatun,0,31,Criminal,FIR-2022-180,Rewa
Shyam Kumari Viraakaattaa,0,43,Witness,FIR-2007-378,Ujjain
Ghuran  Chieftaain,1,37,Witness,FIR-2024-883,Gwalior
Dharmanand Josh,1,23,Witness,FIR-2018-856,Dewas
K. Malakar,1,22,Criminal,FIR-2002-561,Jabalpur
Sima Kumari Kurmi,0,47,Victim,FIR-2022-255,Gwalior
Chhem Kumari Jimmy (Limbu),0,46,Suspect,FIR-2009-713,Rewa
Shyani Maya Thapa,0,58,Witness,FIR-2019-225,Bhopal
Chamarlal Sardar,1,42,Suspect,FIR-2012-417,Dewas
Ajay Prasad Patel,1,43,Victim,FIR-2006-362,Indore
Choudharaniya Tharuni,0,39,Criminal,FIR-2008-374,Dewas
Balkisni Tharu,0,22,Criminal,FIR-2019-909,Jabalpur
asha kumari magar,0,53,Suspect,FIR-2008-167,Bhopal
Vidya Gauta,0,52,Witness,FIR-2019-303,Rewa
G. Khanal,0,29,Victim,FIR-2003-593,Satna
Manju . Khadka,0,20,Suspect,FIR-2022-889,Sagar
Poonkala . Aryal,0,33,Suspect,FIR-2020-613,Indore
jagdish  iadav,1,50,Criminal,FIR-2011-668,Rewa
Ashiya Muslim,0,57,Criminal,FIR-2022-361,Indore
Tuyucha  Maharjan,0,25,Suspect,FIR-2014-914,Sagar
Tank Bahadur Caaraavaan,1,30,Criminal,FIR-2010-285,Bhopal
Himani . Oli,0,51,Victim,FIR-2007-484,Bhopal
Shravan K. always,1,49,Suspect,FIR-2020-334,Satna
sunesa khatun,0,49,Witness,FIR-2024-225,Gwalior
Khima Nand Bhattarai,1,46,Criminal,FIR-2015-324,Dewas
Ran Bahadur Kunwar,1,55,Victim,FIR-2003-207,Rewa
Ram Kumar Vishwakarma,1,54,Victim,FIR-2001-755,Bhopal
Radhika  Paanthi,0,56,Witness,FIR-2020-232,Bhopal
Dipesh  Lamichhane,1,39,Criminal,FIR-2024-407,Satna
Radhika . Vadaila,0,20,Suspect,FIR-2005-802,Jabalpur
Ashok Singh Saun,1,55,Victim,FIR-2023-594,Dewas
Chet B. Saru,1,59,Witness,FIR-2018-935,Satna
T. Barhi,1,30,Witness,FIR-2006-275,Indore
Poorna Bahadur Khadka,1,32,Victim,FIR-2004-286,Ujjain
C. Shah,1,20,Criminal,FIR-2005-484,Sagar
V. Devi,0,51,Victim,FIR-2004-717,Dewas
Sunita Cowdary,0,54,Suspect,FIR-2002-726,Dewas
full b. woolun,1,47,Witness,FIR-2007-173,Jabalpur
p. best,0,33,Witness,FIR-2017-213,Jabalpur
w. man,0,42,Criminal,FIR-2013-154,Indore
Dill K. Paudel,0,57,Victim,FIR-2015-267,Rewa
Yam K. Kaffle,0,25,Criminal,FIR-2023-949,Dewas
Rita Dama,0,19,Criminal,FIR-2008-607,Dewas
Savitri Gimire,0,27,Witness,FIR-2011-766,Bhopal
Lukhiya Devi Yadav,0,47,Victim,FIR-2002-505,Gwalior
Ruplal Chaudhary,1,30,Criminal,FIR-2022-909,Indore
Gopal . Vishwakarma,1,22,Victim,FIR-2019-321,Indore
Tara Sresta,0,35,Witness,FIR-2024-225,Bhopal
Mina Sen,0,53,Criminal,FIR-2017-327,Bhopal
Khime Pun,1,54,Witness,FIR-2019-614,Indore
Sita  Gajurel,0,36,Criminal,FIR-2002-152,Sagar
Ram Mehr,1,28,Criminal,FIR-2009-219,Sagar
giri agai,1,43,Victim,FIR-2022-922,Gwalior
Defense E. Officer,0,44,Criminal,FIR-2011-467,Jabalpur
B. Rawal,0,34,Victim,FIR-2024-598,Satna
p. sherpa,1,30,Suspect,FIR-2002-421,Gwalior
Bhakti Gurung,0,55,Witness,FIR-2011-732,Jabalpur
spread message,1,53,Suspect,FIR-2024-158,Gwalior
Ram Kumari Choudhari,0,25,Suspect,FIR-2002-699,Bhopal
Shanta . Guragai,0,18,Witness,FIR-2014-132,Jabalpur
I. Buddhacharya,1,19,Witness,FIR-2018-337,Satna
Ram Dangaura,0,51,Suspect,FIR-2014-595,Dewas
Dipendra Gurun,1,39,Witness,FIR-2023-742,Jabalpur
prem kawa,1,36,Criminal,FIR-2018-324,Satna
Hari Timilsena,1,20,Criminal,FIR-2003-873,Gwalior
Tika Pokhrel,1,57,Criminal,FIR-2007-671,Gwalior
Manoj K. Singh,1,47,Witness,FIR-2024-433,Gwalior
Kausila Chie,0,41,Suspect,FIR-2003-203,Ujjain
K. Adhikari,1,44,Victim,FIR-2006-962,Sagar
pavi  raanaa,0,27,Witness,FIR-2005-932,Ujjain
Sarada Tapa,0,53,Criminal,FIR-2024-882,Gwalior
dandy regmi,1,52,Suspect,FIR-2015-627,Sagar
Goma Pande,0,24,Criminal,FIR-2000-689,Jabalpur
Shusila Chand,0,43,Witness,FIR-2000-757,Dewas
उ. पैरियार,0,52,Victim,FIR-2017-683,Satna
Rigesh Parki,1,35,Suspect,FIR-2020-439,Ujjain
Dipika  Paudel(D.C),0,41,Suspect,FIR-2004-130,Indore
G. G.C.,0,42,Victim,FIR-2014-680,Indore
Kalpana . Dhimal,0,20,Criminal,FIR-2012-887,Rewa
Hari K.C,1,47,Criminal,FIR-2018-653,Dewas
K. Tamang,1,55,Witness,FIR-2019-900,Jabalpur
Indravati Kurmin,0,18,Witness,FIR-2012-752,Bhopal
Black Kam,1,35,Victim,FIR-2002-525,Dewas
Bell  Kaami,0,44,Victim,FIR-2000-332,Bhopal
Janak Vir Thapa Magar,1,60,Victim,FIR-2010-231,Jabalpur
Lila Mal,0,50,Witness,FIR-2002-419,Bhopal
T. Part,1,59,Criminal,FIR-2001-226,Sagar
Netra Bhattara,0,47,Criminal,FIR-2023-365,Satna
Narvada Kumari Rajvanshi,0,40,Criminal,FIR-2003-920,Jabalpur
Purni Gurung called Mandhara,0,32,Witness,FIR-2016-197,Dewas
Rasina  Aryal,0,24,Criminal,FIR-2006-914,Sagar
K. Nyupane,1,20,Criminal,FIR-2004-203,Rewa
Juna Kumari Tiwari,0,29,Witness,FIR-2021-935,Gwalior
Sanjita Kumari Maandaal,0,22,Victim,FIR-2019-497,Jabalpur
Bhinshoo Lal Chowdhaary,1,60,Criminal,FIR-2004-876,Ujjain
Makaman Kam,1,35,Suspect,FIR-2006-200,Rewa
Bir Bahadur Thapa,1,33,Criminal,FIR-2002-509,Gwalior
Prem B. Tamang,1,29,Witness,FIR-2011-325,Rewa
Niraj  V.C,1,42,Criminal,FIR-2005-151,Dewas
Donkey Bahadur V.K.,1,41,Suspect,FIR-2000-477,Sagar
Indra Bahadur V.K.,1,36,Witness,FIR-2017-563,Ujjain
s. rye,1,32,Criminal,FIR-2014-479,Dewas
Guma  Khaanaal,0,39,Suspect,FIR-2014-723,Satna
S. Rai,0,38,Suspect,FIR-2015-637,Gwalior
Veda Kumari Bhatt,0,28,Victim,FIR-2002-398,Sagar
Tasi Lam,1,55,Suspect,FIR-2008-411,Satna
Maan Bahadur Daarlaami,1,20,Victim,FIR-2018-756,Dewas
Naina Magar,0,31,Suspect,FIR-2014-354,Ujjain
Gopilal P. Khatri,1,22,Suspect,FIR-2000-952,Jabalpur
run baadur,1,21,Criminal,FIR-2004-539,Sagar
Kunti Devi Daas,0,49,Witness,FIR-2023-917,Jabalpur
Tech B. Kumal,1,57,Victim,FIR-2016-397,Indore
Dipika . Paudel(D.C),0,47,Suspect,FIR-2009-145,Bhopal
kamala ojha,0,48,Criminal,FIR-2018-345,Gwalior
Kareena  Tamang,0,42,Suspect,FIR-2000-648,Bhopal
Ganesh  Karki,1,33,Witness,FIR-2008-722,Sagar
L. Tamang,1,41,Criminal,FIR-2018-375,Satna
Jago D. Boatman,0,41,Victim,FIR-2019-821,Bhopal
Roshan . Pariyar,1,28,Suspect,FIR-2003-603,Rewa
Ashok  Waali,1,23,Suspect,FIR-2019-753,Ujjain
Sunita  Rai,0,52,Criminal,FIR-2003-229,Gwalior
Basanti Devi Kami,0,20,Witness,FIR-2000-904,Gwalior
remember tharu,0,55,Criminal,FIR-2020-126,Bhopal
D. Khadka,0,57,Witness,FIR-2018-245,Ujjain
Gyani Maya Gaautaam,0,26,Victim,FIR-2017-117,Dewas
J. Mian,1,55,Criminal,FIR-2020-116,Ujjain
f. steward,0,28,Witness,FIR-2020-358,Jabalpur
ait shreshtha,1,38,Criminal,FIR-2006-549,Sagar
Kirtika  Joshi,0,18,Victim,FIR-2013-533,Jabalpur
U. Rai,1,44,Suspect,FIR-2011-860,Ujjain
Ram Ranabha,0,39,Criminal,FIR-2013-697,Ujjain
Amrit Khadgi,1,51,Witness,FIR-2019-697,Dewas
padam cand,1,46,Suspect,FIR-2024-288,Bhopal
Full  Kumaari,0,51,Suspect,FIR-2003-749,Ujjain
asiya dev,0,52,Witness,FIR-2015-731,Sagar
Shanti Tamang,0,38,Criminal,FIR-2000-647,Satna
Chhavimaya  Bhaattaaraai,0,20,Criminal,FIR-2003-868,Dewas
Udan Kumar Rai,1,40,Suspect,FIR-2003-991,Bhopal
as Durga Bhatt,1,40,Criminal,FIR-2022-286,Rewa
Lakshmi  Dhital,0,43,Suspect,FIR-2013-247,Jabalpur
J. Alemgar,0,32,Victim,FIR-2007-980,Ujjain
mahatav . alam,1,32,Criminal,FIR-2022-682,Jabalpur
Daman  Tamang,1,46,Victim,FIR-2008-927,Indore
D. Chowdhary,1,59,Victim,FIR-2023-985,Rewa
D. Gurung,1,44,Victim,FIR-2017-816,Rewa
Indravati Kurmi,0,31,Suspect,FIR-2015-912,Rewa
R. Paudel,1,51,Suspect,FIR-2007-123,Ujjain
Sunita  Dhakal,0,24,Suspect,FIR-2011-531,Satna
raju chaudhary,1,59,Suspect,FIR-2010-680,Sagar
A. Majhi,0,40,Witness,FIR-2018-284,Satna
Rasina Aryal,0,21,Criminal,FIR-2007-311,Bhopal
Uttar Kumar Tamang,1,58,Suspect,FIR-2014-700,Dewas
Yasoda Baral,0,24,Witness,FIR-2023-466,Rewa
Wal Cand,0,53,Suspect,FIR-2009-872,Ujjain
Indra Narayan Kerung,1,46,Criminal,FIR-2016-662,Satna
Karan  V.K.,1,58,Suspect,FIR-2004-945,Jabalpur
Tara Bahadur Tamang,1,21,Criminal,FIR-2015-911,Gwalior
Ram Dev Maandaal,1,21,Witness,FIR-2011-976,Dewas
Dharma K. Rai,0,18,Witness,FIR-2011-237,Rewa
Marigold  Haarijaan,0,27,Suspect,FIR-2001-712,Dewas
Tara Devi Danuwar,0,50,Criminal,FIR-2008-955,Dewas
Sabina  Naagaarkoti,0,34,Victim,FIR-2012-874,Satna
Ganesh Ba,1,31,Suspect,FIR-2009-756,Dewas
Maya Tamanni Gowa,0,18,Victim,FIR-2009-415,Rewa
Ramila . Rai,0,22,Suspect,FIR-2020-236,Gwalior
Shantmaya Rai,0,47,Criminal,FIR-2023-582,Dewas
Netralal  B.K.,1,22,Victim,FIR-2021-753,Gwalior
Nirmala Pandey,0,45,Victim,FIR-2004-992,Ujjain
Dharam Bahadur Dagaura,1,30,Suspect,FIR-2016-347,Rewa
Kelvin Malakar,1,21,Suspect,FIR-2012-700,Gwalior
Dhan B. Rawal,1,60,Suspect,FIR-2006-846,Gwalior
Prasade  Thaaru,1,37,Victim,FIR-2000-346,Jabalpur
Chet K. Shrestha,1,60,Witness,FIR-2000-345,Gwalior
Vishnu Kark,0,23,Victim,FIR-2017-308,Sagar
Giani Maya Maharjan,0,50,Suspect,FIR-2021-209,Indore
Ranjana Shresth,0,33,Criminal,FIR-2015-662,Rewa
Kamla Maga,0,49,Criminal,FIR-2006-612,Indore
Prem K. Tharu,0,23,Criminal,FIR-2007-574,Rewa
Indra Vishwakarm,1,32,Criminal,FIR-2024-990,Sagar
Bishnu Sunuwa,1,59,Suspect,FIR-2023-727,Gwalior
Gyani M. Gautam,0,41,Victim,FIR-2002-303,Jabalpur
Chandeshwar . Mahato,1,46,Criminal,FIR-2006-786,Indore
Ruk Ran,1,42,Criminal,FIR-2001-471,Satna
god . steward,1,26,Victim,FIR-2003-737,Jabalpur
Dhanu Ran,0,32,Criminal,FIR-2006-640,Ujjain
bright  maainaali,1,48,Victim,FIR-2003-411,Dewas
Indra Thapa,1,37,Witness,FIR-2010-752,Satna
Umesh Narayan Shah,1,51,Suspect,FIR-2011-116,Sagar
G. Gurung,1,38,Criminal,FIR-2007-426,Dewas
M. Karki,0,52,Witness,FIR-2019-566,Gwalior
asha kumari gaha magar,0,48,Victim,FIR-2003-967,Gwalior
Pasang . Tamang,0,39,Witness,FIR-2001-994,Sagar
Navin Kumar Gyawali,1,29,Witness,FIR-2008-206,Rewa
Kul Taman,1,48,Victim,FIR-2007-804,Satna
D. Paudel,1,55,Suspect,FIR-2008-131,Jabalpur
Tolakant . Chapagai,1,60,Witness,FIR-2011-605,Ujjain
Y. Paudel,1,57,Witness,FIR-2012-372,Dewas
Sea . Raika,1,42,Suspect,FIR-2009-351,Ujjain
kunti shreshtha,0,34,Criminal,FIR-2014-346,Indore
Mo O. Raine,1,45,Criminal,FIR-2018-724,Indore
Kovija K. Thapa,0,22,Criminal,FIR-2007-866,Gwalior
Regha Hemram,1,33,Suspect,FIR-2001-394,Indore
Savita Dahal Katuwal,0,26,Victim,FIR-2001-582,Satna
Ishaan Buddacarya,1,51,Witness,FIR-2006-991,Sagar
Rajendra Bhandari,1,47,Witness,FIR-2006-827,Jabalpur
Painting Bhusal,0,60,Victim,FIR-2004-493,Jabalpur
Bhadwi  Officer,0,53,Victim,FIR-2018-669,Gwalior
Revta Rana Magar,0,40,Witness,FIR-2005-661,Gwalior
S. Rajvanshi,1,23,Criminal,FIR-2016-315,Gwalior
Hasna . Shrestha,0,29,Criminal,FIR-2018-727,Jabalpur
Sujan Adikari,1,23,Witness,FIR-2000-648,Dewas
Maya Gale,0,57,Criminal,FIR-2006-752,Bhopal
Pappu Yogi,1,52,Suspect,FIR-2007-919,Bhopal
Vijay K. Shah,1,37,Victim,FIR-2020-907,Rewa
kunti  choudhary,0,58,Criminal,FIR-2018-807,Rewa
Tetri Devi Choudhary,0,58,Witness,FIR-2023-911,Bhopal
Thumi K,0,23,Criminal,FIR-2012-551,Indore
Kesu R. Tharu,1,46,Witness,FIR-2006-326,Jabalpur
Hum Nath Bhandari,1,20,Victim,FIR-2010-632,Indore
Sindhu Panth,0,34,Criminal,FIR-2024-959,Sagar
Dilip Mehta,1,43,Suspect,FIR-2004-878,Gwalior
Wisdom Vishwakarma,0,19,Suspect,FIR-2014-837,Jabalpur
Antaram Baata,1,56,Criminal,FIR-2008-613,Ujjain
Devimaya . Limbu,0,27,Criminal,FIR-2013-968,Ujjain
Sarita . Adhikari,0,40,Criminal,FIR-2012-597,Ujjain
rinku . devi,0,59,Suspect,FIR-2009-471,Dewas
Prakash Vishwakarma,1,59,Victim,FIR-2002-149,Gwalior
Sony Manihar,0,30,Witness,FIR-2005-953,Satna
mohan k. shrestha,0,45,Victim,FIR-2011-832,Dewas
srujana  majhi,0,40,Suspect,FIR-2022-436,Bhopal
Bhoj Jire,1,35,Victim,FIR-2018-315,Ujjain
Padam Dhakal,0,31,Criminal,FIR-2003-387,Ujjain
Janaki Kumari Pokhrel,0,52,Criminal,FIR-2023-105,Sagar
Ayushma Office,0,37,Criminal,FIR-2016-390,Gwalior
Ram Nagina Nuniya,1,49,Victim,FIR-2020-160,Dewas
flower viswakarma,0,20,Witness,FIR-2015-344,Dewas
C. Bogti,1,44,Victim,FIR-2014-202,Indore
Parbati Devi Thaapaa,0,26,Victim,FIR-2010-514,Satna
Tech B. Part,1,31,Criminal,FIR-2009-752,Indore
Albina Badal,0,57,Suspect,FIR-2000-155,Indore
Krishna Prasad Parajuli,1,27,Victim,FIR-2017-781,Satna
Shushil Kumar Mahato,1,32,Suspect,FIR-2017-700,Sagar
Devka Adhikar,0,57,Suspect,FIR-2007-389,Dewas
asiya . devi,0,40,Witness,FIR-2018-891,Bhopal
full sunuwar,0,22,Witness,FIR-2020-859,Rewa
k. majhi,0,27,Victim,FIR-2000-882,Gwalior
Sanju  Kushwaha,0,28,Witness,FIR-2014-703,Gwalior
Dhuire Ram Parki,1,18,Victim,FIR-2024-739,Bhopal
Kavita Dev,0,32,Suspect,FIR-2018-286,Indore
Y. Khatri,0,22,Victim,FIR-2011-733,Ujjain
r. devi,0,57,Witness,FIR-2013-584,Sagar
M. Vishwakarma,0,46,Witness,FIR-2024-526,Jabalpur
Ram Bahadur Khadka,1,31,Victim,FIR-2018-474,Satna
"Home vik,",1,34,Victim,FIR-2023-363,Bhopal
princess rajvansh,0,53,Victim,FIR-2004-123,Dewas
Harkhe Ram,1,40,Witness,FIR-2006-168,Satna
Tank P. Acharya,1,54,Criminal,FIR-2012-785,Ujjain
Nagia Devi Lohar,0,46,Criminal,FIR-2015-545,Indore
Bal Ksetri,0,34,Witness,FIR-2006-945,Indore
p. officer,0,50,Witness,FIR-2013-861,Indore
Pramod Cowdury,1,49,Victim,FIR-2021-413,Ujjain
sanrajit mehta,1,54,Victim,FIR-2010-337,Satna
Subas  Paariyaar,1,35,Criminal,FIR-2005-647,Bhopal
Bal Bujel,1,44,Suspect,FIR-2010-592,Jabalpur
Tara Pariya,0,33,Victim,FIR-2010-547,Ujjain
C. Mandal,0,58,Witness,FIR-2004-658,Rewa
Marigold Harija,0,21,Victim,FIR-2017-601,Sagar
s. tamang,0,60,Victim,FIR-2007-206,Indore
brave best,1,45,Criminal,FIR-2014-834,Rewa
G. Giri,0,21,Victim,FIR-2015-152,Ujjain
Maan Ksetri,1,47,Suspect,FIR-2003-852,Indore
Pratap  Budhaathoki,1,52,Suspect,FIR-2012-846,Dewas
Suvita Rai,0,37,Witness,FIR-2011-917,Indore
ceremonial  dhaakaal,0,35,Criminal,FIR-2001-930,Indore
Tara Khatri,0,30,Witness,FIR-2002-877,Bhopal
Khin Maya Dahal,0,19,Victim,FIR-2002-917,Bhopal
Bimla  Suvedi,0,58,Victim,FIR-2019-602,Bhopal
parem devi,0,54,Victim,FIR-2016-312,Sagar
Raghu Veer Mandal,1,58,Criminal,FIR-2019-228,Ujjain
Saraswati Bishwakarm,0,55,Criminal,FIR-2001-702,Indore
V. Yadav,1,46,Suspect,FIR-2016-662,Dewas
G. Magar,0,33,Witness,FIR-2001-303,Dewas
hem bahadur gurung,1,43,Victim,FIR-2009-928,Ujjain
Vinod  Sunaar,1,23,Criminal,FIR-2017-112,Ujjain
प्रमेश सुनार,1,26,Criminal,FIR-2007-880,Sagar
टिका लुहार,1,21,Witness,FIR-2020-989,Ujjain
अशोक कुमार कानु,1,24,Suspect,FIR-2023-585,Sagar
सोभित  सदांय,1,23,Criminal,FIR-2012-642,Sagar
वेल माया आल,0,39,Suspect,FIR-2023-718,Jabalpur
कर्ण बहादुर खत्री,1,24,Witness,FIR-2003-910,Indore
तबसुम खातुन,0,60,Suspect,FIR-2015-104,Gwalior
राजन  आचार्य,1,33,Suspect,FIR-2021-870,Satna
अजिवुल मसिफ,1,33,Criminal,FIR-2010-298,Satna
संजिब  थारु,1,21,Suspect,FIR-2011-798,Bhopal
सिता क बिष्‍ट,0,38,Witness,FIR-2005-177,Sagar
रश्मी भट्ट न्यौपाने,0,58,Victim,FIR-2020-471,Ujjain
अजय प पटेल,1,44,Witness,FIR-2021-637,Satna
राम दुलारी ठाकुर,0,40,Victim,FIR-2019-728,Jabalpur
तारा  श्रेष्‍ठ,0,51,Criminal,FIR-2013-201,Dewas
काला  देव,0,45,Criminal,FIR-2014-218,Bhopal
ज्ञानु  डगौरा,1,56,Witness,FIR-2013-968,Jabalpur
मिङमा ओमा लामा,0,33,Criminal,FIR-2011-425,Gwalior
हीका रोकामगर,0,49,Criminal,FIR-2001-257,Satna
सन्तोके रवत,1,59,Witness,FIR-2019-688,Indore
रोशन भण्डारी,1,47,Victim,FIR-2019-482,Rewa
नर बहादुर तामा,1,52,Witness,FIR-2010-692,Sagar
सरस्वती  रा,0,42,Witness,FIR-2020-449,Bhopal
फुलझारी  यादव,0,52,Victim,FIR-2016-463,Indore
रंजना झा,0,27,Victim,FIR-2006-929,Satna
राम औ बढई,1,20,Witness,FIR-2008-640,Jabalpur
महताव आलम,1,21,Victim,FIR-2011-139,Satna
पदम माया खत्री,0,46,Criminal,FIR-2018-413,Bhopal
हरि तिमिल्सेन,1,29,Suspect,FIR-2008-887,Indore
सुजाता कटुवाल,0,57,Witness,FIR-2000-661,Rewa
प्रतीक  अवस्थी,1,32,Victim,FIR-2022-957,Jabalpur
देवी लाल गुरुङ,1,42,Criminal,FIR-2001-216,Gwalior
गोपी  दाहा,0,50,Criminal,FIR-2014-621,Jabalpur
सोनिया देबी रांउते,0,41,Victim,FIR-2019-509,Jabalpur
कल्पना धिमाल,0,53,Victim,FIR-2013-163,Indore
सुरेश क डगौरा,1,42,Victim,FIR-2013-776,Bhopal
लक्ष्मी  गिर,0,24,Suspect,FIR-2009-461,Indore
अघनिया  देवी,0,23,Criminal,FIR-2024-717,Indore
लक्ष्मी  बोहरां,0,43,Suspect,FIR-2013-373,Bhopal
राम मण्‍डल,1,57,Suspect,FIR-2006-268,Bhopal
टीका राम न्‍यौपांने,1,32,Suspect,FIR-2006-607,Rewa
दिपेन्द्र  ओल,1,18,Victim,FIR-2013-263,Bhopal
अमृता क माझी,0,24,Witness,FIR-2006-946,Satna
हरि शरण खे.सी.,1,22,Victim,FIR-2004-980,Bhopal
हरी प्रसाद श्रेष्ठ,1,26,Victim,FIR-2016-332,Bhopal
सागर तामाङ,1,28,Suspect,FIR-2008-895,Satna
प्रसुन मान बज्राचार्य,1,45,Criminal,FIR-2017-230,Sagar
पवन लाल उराँ,1,29,Criminal,FIR-2013-105,Bhopal
अब्दुल ह अन्सारी,1,42,Victim,FIR-2014-439,Satna
पारो देवी,0,21,Suspect,FIR-2010-104,Indore
लक्ष्मी  बाड,0,31,Witness,FIR-2009-370,Indore
चमेली  चौधर,0,28,Witness,FIR-2002-839,Ujjain
खिमे  पु,1,57,Criminal,FIR-2021-764,Rewa
चौठी  रिषिदेव,1,20,Criminal,FIR-2015-409,Jabalpur
मन कला चलाउन,0,53,Criminal,FIR-2013-688,Jabalpur
संजय कुमार गंगा,1,29,Victim,FIR-2014-210,Gwalior
सुनिता देवी खहार,0,19,Witness,FIR-2016-934,Bhopal
भद्री माया लामा,0,25,Criminal,FIR-2005-558,Dewas
यूवराज पन्त,1,34,Witness,FIR-2004-110,Satna
कमला कुमारी शाही,0,42,Criminal,FIR-2006-554,Sagar
रामभजन सोनर,1,42,Witness,FIR-2008-635,Bhopal
अन्जली  परीयांर,0,54,Witness,FIR-2011-774,Ujjain
विना तामाङ,0,28,Victim,FIR-2007-771,Satna
ईन्द्र  बरुवा,1,52,Victim,FIR-2010-456,Dewas
गोविन्द राना,1,32,Suspect,FIR-2014-597,Satna
गंगा  विश्वकर्मां,0,48,Victim,FIR-2008-143,Dewas
रितु  जि.सी,0,44,Criminal,FIR-2012-895,Satna
डम्वर कुमारी गुरागाई,0,27,Criminal,FIR-2014-279,Bhopal
गेदा  हरिजन,0,52,Suspect,FIR-2001-896,Indore
दुर्गा देवि जैसी,0,40,Suspect,FIR-2009-655,Satna
पूर्ण वहादुर वुलुन,1,52,Suspect,FIR-2019-847,Satna
राजेश कुमार सिं,1,47,Suspect,FIR-2019-113,Bhopal
निना  गुरु,0,38,Suspect,FIR-2018-576,Gwalior
राधिका वडैला,0,60,Victim,FIR-2005-590,Rewa
पिर्थ ब मगर,1,48,Criminal,FIR-2015-411,Sagar
सविता लामा,0,56,Suspect,FIR-2006-438,Dewas
सुन्‍तलि  चेपाङ,0,33,Witness,FIR-2010-514,Gwalior
अनिता  खुमाल,0,45,Witness,FIR-2013-403,Rewa
अम्‍बर गोले,1,49,Criminal,FIR-2013-546,Sagar
सोमै लोनिय,1,58,Suspect,FIR-2023-230,Ujjain
बाँचा  रांवत,0,53,Suspect,FIR-2019-112,Bhopal
सिमा थरु,0,51,Suspect,FIR-2022-264,Indore
टइटी  देव,0,57,Criminal,FIR-2005-842,Bhopal
चन्द्र रोका,1,21,Victim,FIR-2011-323,Indore
वविता कुमारी देवी,0,41,Criminal,FIR-2013-350,Indore
विश्व बन्धु (खाम्याङ्ग,1,29,Suspect,FIR-2018-563,Indore
राम दुलारी देवी ठाकुर,0,30,Suspect,FIR-2012-890,Dewas
द्रौपदी गुरुङ,0,51,Criminal,FIR-2023-944,Dewas
